sku,name,category,brand,price,price_usd,socket,tdp,score,vram,length_mm,height_mm,watt,memory_type,form_factor,capacity_gb,efficiency,source_site,source_url,item_sku,cpu_socket,mb_socket,mb_form_factor,gpu_length_mm,case_max_gpu_length_mm,case_max_cpu_cooler_height_mm,monitor_resolution,monitor_refresh_hz,storage_interface,storage_form_factor,pcie_version,specs_json
newegg-Memory-801971509070,Timetec 16GB DDR4 2666MHz PC4-21300 Non-ECC Unbuffered 1.2V CL19 2Rx8 Dual Rank 288 Pin UDIMM Desktop Memory RAM Module Upgrade (16GB),memory,Timetec,726,100.83,,0,0,0,0,0,0,,,16,,newegg,https://www.newegg.com/timetec-16gb-288-pin-ddr4-sdram/p/0RN-00A3-000P1?Item=9SIA56XA8T0463&cm_sp=SP-_-2964851-_-0-_-6-_-9SIA56XA8T0463-_-desktop memory ddr4-_-ddr4-_-18,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop memory ddr4"", ""query_page"": 1, ""feature_map"": {""Voltage"": ""1.20V"", ""Color"": ""Black PCB"", ""Model #"": ""MM-DR4/16G/2666""}, ""feature_lines_raw"": [""Voltage: 1.20V"", ""Color: Black PCB"", ""Model #: MM-DR4/16G/2666""], ""compatibility_params"": {""memory_type"": ""DDR4"", ""capacity_gb"": 16, ""speed_mt_s"": 16}}"
newegg-Memory-804609887941,G.SKILL TridentZ RGB Series 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C18D-32GTZR,memory,G.SKILL,2102,291.94,,0,0,0,0,0,0,,,32,,newegg,https://www.newegg.com/g-skill-tridentz-rgb-series-32gb-ddr4-3600-cas-latency-cl18-desktop-memory-black/p/N82E16820232920,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop memory ddr4"", ""query_page"": 1, ""feature_map"": {""CAS Latency"": ""CL18"", ""Voltage"": ""1.35V"", ""Multi-channel Kit"": ""Dual Channel Kit"", ""Timing"": ""18-22-22-42"", ""Model #"": ""F4-3600C18D-32GTZR""}, ""feature_lines_raw"": [""CAS Latency: CL18"", ""Voltage: 1.35V"", ""Multi-channel Kit: Dual Channel Kit"", ""Timing: 18-22-22-42"", ""Model #: F4-3600C18D-32GTZR""], ""compatibility_params"": {""memory_type"": ""DDR4"", ""capacity_gb"": 32, ""speed_mt_s"": 32, ""module_kit"": ""Dual Channel Kit""}}"
newegg-Memory-807563530747,CORSAIR Vengeance RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMH32GX5M2E6000C36,memory,CORSAIR,3035,421.53,,0,0,0,0,0,0,,,32,,newegg,https://www.newegg.com/corsair-vengeance-rgb-32gb-ddr5-6000-cas-latency-cl36-desktop-memory-black/p/N82E16820236991,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop memory ddr5"", ""query_page"": 1, ""feature_map"": {""CAS Latency"": ""CL36"", ""Voltage"": ""1.40V"", ""Multi-channel Kit"": ""Dual Channel Kit"", ""Timing"": ""36-44-44-96"", ""Model #"": ""CMH32GX5M2E6000C36""}, ""feature_lines_raw"": [""CAS Latency: CL36"", ""Voltage: 1.40V"", ""Multi-channel Kit: Dual Channel Kit"", ""Timing: 36-44-44-96"", ""Model #: CMH32GX5M2E6000C36""], ""compatibility_params"": {""memory_type"": ""DDR5"", ""capacity_gb"": 32, ""speed_mt_s"": 32, ""module_kit"": ""Dual Channel Kit""}}"
newegg-Memory-807797059870,G.SKILL Trident Z5 RGB Series 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6400 Desktop Memory Model F5-6400J3239G16GX2-TZ5RS,memory,G.SKILL,3450,479.17,,0,0,0,0,0,0,DDR5,,32,,newegg,https://www.newegg.com/g-skill-trident-z5-rgb-series-32gb-ddr5-6400-cas-latency-cl32-desktop-memory-silver/p/N82E16820374359?Item=N82E16820374359&cm_sp=SP-_-1755267-_-0-_-3-_-20-374-359-_-desktop memory ddr4-_-ddr4|memory-_-15,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop memory ddr4"", ""query_page"": 1, ""feature_map"": {""CAS Latency"": ""CL32"", ""Voltage"": ""1.40V"", ""Multi-channel Kit"": ""Dual Channel Kit"", ""Timing"": ""32-39-39-102"", ""Model #"": ""F5-6400J3239G16GX2-TZ5RS""}, ""feature_lines_raw"": [""CAS Latency: CL32"", ""Voltage: 1.40V"", ""Multi-channel Kit: Dual Channel Kit"", ""Timing: 32-39-39-102"", ""Model #: F5-6400J3239G16GX2-TZ5RS""], ""compatibility_params"": {""memory_type"": ""DDR5"", ""capacity_gb"": 32, ""speed_mt_s"": 5, ""module_kit"": ""Dual Channel Kit""}}"
newegg-Memory-818630273592,G.SKILL Trident Z Neo (For AMD Ryzen) Series 32GB (2 x 16GB) 288-Pin RGB PC RAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16D-32GTZNC,memory,G.SKILL,2136,296.67,,0,0,0,0,0,0,,,32,,newegg,https://www.newegg.com/g-skill-trident-z-neo-series-32gb-ddr4-3600-cas-latency-cl16-desktop-memory-black/p/N82E16820232861,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop memory ddr4"", ""query_page"": 1, ""feature_map"": {""CAS Latency"": ""CL16"", ""Voltage"": ""1.35V"", ""Multi-channel Kit"": ""Dual Channel Kit"", ""Timing"": ""16-19-19-39"", ""Model #"": ""F4-3600C16D-32GTZNC""}, ""feature_lines_raw"": [""CAS Latency: CL16"", ""Voltage: 1.35V"", ""Multi-channel Kit: Dual Channel Kit"", ""Timing: 16-19-19-39"", ""Model #: F4-3600C16D-32GTZNC""], ""compatibility_params"": {""memory_type"": ""DDR4"", ""capacity_gb"": 32, ""speed_mt_s"": 32, ""module_kit"": ""Dual Channel Kit""}}"
newegg-Memory-81968442285,Kingston FURY Beast 64GB (2 x 32GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model KF432C16BB2AK2/64,memory,Kingston,4522,628.06,,0,0,0,0,0,0,DDR4,,64,,newegg,https://www.newegg.com/kingston-technology-corp-fury-beast-64gb-ddr4-3200-cas-latency-cl16-desktop-memory-midnight-black/p/N82E16820242806,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop memory ddr4"", ""query_page"": 1, ""feature_map"": {""CAS Latency"": ""CL16"", ""Voltage"": ""1.35V"", ""Multi-channel Kit"": ""Dual Channel Kit"", ""Timing"": ""16-18-18"", ""Model #"": ""KF432C16BB2AK2/64""}, ""feature_lines_raw"": [""CAS Latency: CL16"", ""Voltage: 1.35V"", ""Multi-channel Kit: Dual Channel Kit"", ""Timing: 16-18-18"", ""Model #: KF432C16BB2AK2/64""], ""compatibility_params"": {""memory_type"": ""DDR4"", ""capacity_gb"": 64, ""speed_mt_s"": 64, ""module_kit"": ""Dual Channel Kit""}}"
newegg-Memory-825507875476,KINGSMAN MASTER 32GB (16GB x 2) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model KSD516G60C422MST,memory,KINGSMAN,3243,450.42,,0,0,0,0,0,0,,,32,,newegg,https://www.newegg.com/kingsman-gaming-master-32gb-ddr5-6000-cas-latency-cl42-memory-white/p/0RN-015T-00010?Item=9SIBDCSK9W8694&cm_sp=SP-_-1983877-_-0-_-2-_-9SIBDCSK9W8694-_-desktop memory ddr5-_-ddr5|memory-_-2,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop memory ddr5"", ""query_page"": 1, ""feature_map"": {""CAS Latency"": ""CL42"", ""Buffered/Registered"": ""Unbuffered"", ""Color"": ""White"", ""LED Color"": ""None"", ""Model #"": ""KSD516G60C422MST""}, ""feature_lines_raw"": [""CAS Latency: CL42"", ""Buffered/Registered: Unbuffered"", ""Color: White"", ""LED Color: None"", ""Model #: KSD516G60C422MST""], ""compatibility_params"": {""memory_type"": ""DDR5"", ""capacity_gb"": 32, ""speed_mt_s"": 32}}"
newegg-Memory-832169565633,CORSAIR Vengeance RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMH32GX5M2E6000C36,memory,CORSAIR,3035,421.53,,0,0,0,0,0,0,DDR5,,32,,newegg,https://www.newegg.com/corsair-vengeance-rgb-32gb-ddr5-6000-cas-latency-cl36-desktop-memory-black/p/N82E16820236991,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop memory ddr5"", ""query_page"": 1, ""feature_map"": {""CAS Latency"": ""CL36"", ""Voltage"": ""1.40V"", ""Multi-channel Kit"": ""Dual Channel Kit"", ""Timing"": ""36-44-44-96"", ""Model #"": ""CMH32GX5M2E6000C36""}, ""feature_lines_raw"": [""CAS Latency: CL36"", ""Voltage: 1.40V"", ""Multi-channel Kit: Dual Channel Kit"", ""Timing: 36-44-44-96"", ""Model #: CMH32GX5M2E6000C36""], ""compatibility_params"": {""memory_type"": ""DDR5"", ""capacity_gb"": 32, ""speed_mt_s"": 32, ""module_kit"": ""Dual Channel Kit""}}"
newegg-Memory-836998213325,G.SKILL Trident Z5 RGB Series 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3636F16GX2-TZ5RS,memory,G.SKILL,3312,460.00,,0,0,0,0,0,0,,,32,,newegg,https://www.newegg.com/g-skill-trident-z5-rgb-series-32gb-ddr5-6000-cas-latency-cl36-desktop-memory-silver/p/N82E16820374352?Item=N82E16820374352&cm_sp=SP-_-1755267-_-0-_-2-_-20-374-352-_-desktop memory ddr5-_-ddr5|memory-_-14,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop memory ddr5"", ""query_page"": 1, ""feature_map"": {""CAS Latency"": ""CL36"", ""Voltage"": ""1.35V"", ""Multi-channel Kit"": ""Dual Channel Kit"", ""Timing"": ""36-36-36-96"", ""Model #"": ""F5-6000J3636F16GX2-TZ5RS""}, ""feature_lines_raw"": [""CAS Latency: CL36"", ""Voltage: 1.35V"", ""Multi-channel Kit: Dual Channel Kit"", ""Timing: 36-36-36-96"", ""Model #: F5-6000J3636F16GX2-TZ5RS""], ""compatibility_params"": {""memory_type"": ""DDR5"", ""capacity_gb"": 32, ""speed_mt_s"": 5, ""module_kit"": ""Dual Channel Kit""}}"
newegg-Memory-850200321255,G.SKILL Trident Z5 RGB Series 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6800 (PC5 54400) Desktop Memory Model F5-6800J3445G16GX2-TZ5RK,memory,G.SKILL,3519,488.75,,0,0,0,0,0,0,,,32,,newegg,https://www.newegg.com/g-skill-trident-z5-rgb-series-32gb-ddr5-6800-cas-latency-cl34-desktop-memory-black/p/N82E16820374434?Item=N82E16820374434&cm_sp=SP-_-1755267-_-0-_-2-_-20-374-434-_-desktop memory ddr5-_-ddr5|memory-_-17,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop memory ddr5"", ""query_page"": 1, ""feature_map"": {""CAS Latency"": ""CL34"", ""Voltage"": ""1.40V"", ""Multi-channel Kit"": ""Dual Channel Kit"", ""Timing"": ""34-45-45-108"", ""Model #"": ""F5-6800J3445G16GX2-TZ5RK""}, ""feature_lines_raw"": [""CAS Latency: CL34"", ""Voltage: 1.40V"", ""Multi-channel Kit: Dual Channel Kit"", ""Timing: 34-45-45-108"", ""Model #: F5-6800J3445G16GX2-TZ5RK""], ""compatibility_params"": {""memory_type"": ""DDR5"", ""capacity_gb"": 32, ""speed_mt_s"": 5, ""module_kit"": ""Dual Channel Kit""}}"
newegg-Memory-856039551661,G.SKILL Ripjaws S5 Series 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3636F32GX2-RS5K,memory,G.SKILL,6009,834.58,,0,0,0,0,0,0,,,64,,newegg,https://www.newegg.com/g-skill-ripjaws-s5-series-64gb-ddr5-6000-cas-latency-cl36-desktop-memory-black/p/N82E16820374497,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop memory ddr5"", ""query_page"": 1, ""feature_map"": {""CAS Latency"": ""CL36"", ""Voltage"": ""1.35V"", ""Multi-channel Kit"": ""Dual Channel Kit"", ""Timing"": ""36-36-36-96"", ""Model #"": ""F5-6000J3636F32GX2-RS5K""}, ""feature_lines_raw"": [""CAS Latency: CL36"", ""Voltage: 1.35V"", ""Multi-channel Kit: Dual Channel Kit"", ""Timing: 36-36-36-96"", ""Model #: F5-6000J3636F32GX2-RS5K""], ""compatibility_params"": {""memory_type"": ""DDR5"", ""capacity_gb"": 64, ""speed_mt_s"": 5, ""module_kit"": ""Dual Channel Kit""}}"
newegg-Memory-857854410486,Kingston FURY Beast 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model KF432C16BB12AK2/32,memory,Kingston,2309,320.69,,0,0,0,0,0,0,DDR4,,32,,newegg,https://www.newegg.com/kingston-technology-corp-fury-beast-32gb-ddr4-3200-cas-latency-cl16-desktop-memory-midnight-black/p/N82E16820242800,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop memory ddr4"", ""query_page"": 1, ""feature_map"": {""CAS Latency"": ""CL16"", ""Voltage"": ""1.35V"", ""Multi-channel Kit"": ""Dual Channel Kit"", ""Timing"": ""16-18-18"", ""Model #"": ""KF432C16BB12AK2/32""}, ""feature_lines_raw"": [""CAS Latency: CL16"", ""Voltage: 1.35V"", ""Multi-channel Kit: Dual Channel Kit"", ""Timing: 16-18-18"", ""Model #: KF432C16BB12AK2/32""], ""compatibility_params"": {""memory_type"": ""DDR4"", ""capacity_gb"": 32, ""speed_mt_s"": 32, ""module_kit"": ""Dual Channel Kit""}}"
newegg-Memory-857867401703,Timetec 16GB DDR4 2666MHz PC4-21300 Non-ECC Unbuffered 1.2V CL19 2Rx8 Dual Rank 288 Pin UDIMM Desktop Memory RAM Module Upgrade (16GB),memory,Timetec,726,100.83,,0,0,0,0,0,0,DDR4,,16,,newegg,https://www.newegg.com/timetec-16gb-288-pin-ddr4-sdram/p/0RN-00A3-000P1?Item=9SIA56XA8T0463&cm_sp=SP-_-2964851-_-0-_-6-_-9SIA56XA8T0463-_-desktop memory ddr4-_-ddr4-_-18,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop memory ddr4"", ""query_page"": 1, ""feature_map"": {""Voltage"": ""1.20V"", ""Color"": ""Black PCB"", ""Model #"": ""MM-DR4/16G/2666""}, ""feature_lines_raw"": [""Voltage: 1.20V"", ""Color: Black PCB"", ""Model #: MM-DR4/16G/2666""], ""compatibility_params"": {""memory_type"": ""DDR4"", ""capacity_gb"": 16, ""speed_mt_s"": 16}}"
newegg-Memory-858308387884,Kingston FURY Beast 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model KF432C16BB12AK2/32,memory,Kingston,2404,333.89,,0,0,0,0,0,0,DDR4,,32,,newegg,https://www.newegg.com/kingston-technology-corp-fury-beast-32gb-ddr4-3200-cas-latency-cl16-desktop-memory-midnight-black/p/N82E16820242800,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop memory ddr4"", ""query_page"": 1, ""feature_map"": {""CAS Latency"": ""CL16"", ""Voltage"": ""1.35V"", ""Multi-channel Kit"": ""Dual Channel Kit"", ""Timing"": ""16-18-18"", ""Model #"": ""KF432C16BB12AK2/32""}, ""feature_lines_raw"": [""CAS Latency: CL16"", ""Voltage: 1.35V"", ""Multi-channel Kit: Dual Channel Kit"", ""Timing: 16-18-18"", ""Model #: KF432C16BB12AK2/32""], ""compatibility_params"": {""memory_type"": ""DDR4"", ""capacity_gb"": 32, ""speed_mt_s"": 32, ""module_kit"": ""Dual Channel Kit""}}"
newegg-Memory-869622031056,G.SKILL Aegis 32GB (2 x 16GB) 288-Pin PC RAM DDR4 2666 (PC4 21300) Desktop Memory Model F4-2666C19D-32GIS,memory,G.SKILL,1929,267.92,,0,0,0,0,0,0,,,32,,newegg,https://www.newegg.com/g-skill-aegis-32gb-ddr4-2666-cas-latency-cl19-desktop-memory-black-red/p/N82E16820232765,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop memory ddr4"", ""query_page"": 1, ""feature_map"": {""CAS Latency"": ""CL19"", ""Voltage"": ""1.20V"", ""Multi-channel Kit"": ""Dual Channel Kit"", ""Timing"": ""19-19-19-43"", ""Model #"": ""F4-2666C19D-32GIS""}, ""feature_lines_raw"": [""CAS Latency: CL19"", ""Voltage: 1.20V"", ""Multi-channel Kit: Dual Channel Kit"", ""Timing: 19-19-19-43"", ""Model #: F4-2666C19D-32GIS""], ""compatibility_params"": {""memory_type"": ""DDR4"", ""capacity_gb"": 32, ""speed_mt_s"": 32, ""module_kit"": ""Dual Channel Kit""}}"
newegg-Memory-883717837680,Timetec 16GB DDR4 2666MHz PC4-21300 Non-ECC Unbuffered 1.2V CL19 2Rx8 Dual Rank 288 Pin UDIMM Desktop Memory RAM Module Upgrade (16GB),memory,Timetec,726,100.83,,0,0,0,0,0,0,DDR4,,16,,newegg,https://www.newegg.com/timetec-16gb-288-pin-ddr4-sdram/p/0RN-00A3-000P1?Item=9SIA56XA8T0463&cm_sp=SP-_-2964851-_-0-_-6-_-9SIA56XA8T0463-_-desktop memory ddr4-_-ddr4-_-18,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop memory ddr4"", ""query_page"": 1, ""feature_map"": {""Voltage"": ""1.20V"", ""Color"": ""Black PCB"", ""Model #"": ""MM-DR4/16G/2666""}, ""feature_lines_raw"": [""Voltage: 1.20V"", ""Color: Black PCB"", ""Model #: MM-DR4/16G/2666""], ""compatibility_params"": {""memory_type"": ""DDR4"", ""capacity_gb"": 16, ""speed_mt_s"": 16}}"
newegg-Memory-895970227367,CORSAIR Vengeance LPX 16GB (2 x 8GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model CMK16GX4M2E3200C16,memory,CORSAIR,995,138.19,,0,0,0,0,0,0,DDR4,,16,,newegg,https://www.newegg.com/corsair-vengeance-lpx-16gb-ddr4-3200-cas-latency-cl16-desktop-memory-black/p/N82E16820236540,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop memory ddr4"", ""query_page"": 1, ""feature_map"": {""CAS Latency"": ""CL16"", ""Voltage"": ""1.35V"", ""Timing"": ""16-20-20-38"", ""Recommend Use"": ""AMD 300 Series / AMD 400 Series / AMD 500 Series / AMD X570 / Intel 300 Series / Intel 400 Series / Intel 500 Series / Intel X299 / Intel 600 Series"", ""Model #"": ""CMK16GX4M2E3200C16""}, ""feature_lines_raw"": [""CAS Latency: CL16"", ""Voltage: 1.35V"", ""Timing: 16-20-20-38"", ""Recommend Use: AMD 300 Series / AMD 400 Series / AMD 500 Series / AMD X570 / Intel 300 Series / Intel 400 Series / Intel 500 Series / Intel X299 / Intel 600 Series"", ""Model #: CMK16GX4M2E3200C16""], ""compatibility_params"": {""memory_type"": ""DDR4"", ""capacity_gb"": 16, ""speed_mt_s"": 16}}"
newegg-Memory-896159870283,DDR4 RAM Gigastone Black Game PRO Desktop RAM 16GB (2x8GB) DDR4 RAM 16GB DDR4-3200MHz PC4-25600 CL16 1.35V 288 Pin Unbuffered Non ECC UDIMM for PC Gaming Desktop Memory (Desktop ONLY),memory,DDR4,1210,168.06,,0,0,0,0,0,0,,,16,,newegg,https://www.newegg.com/gigastone-corporation-gst-game-pro-16gb-ddr4-3200-cas-latency-cl16-memory-black/p/0RN-00YA-00020,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop memory ddr4"", ""query_page"": 1, ""feature_map"": {""CAS Latency"": ""CL16"", ""Multi-channel Kit"": ""Dual Channel Kit"", ""Timing"": ""16-18-18-38"", ""Chipset"": ""Major Brand Chipset"", ""Model #"": ""DDR4-3200-8U-2-GST-Game Pro-Black""}, ""feature_lines_raw"": [""CAS Latency: CL16"", ""Multi-channel Kit: Dual Channel Kit"", ""Timing: 16-18-18-38"", ""Chipset: Major Brand Chipset"", ""Model #: DDR4-3200-8U-2-GST-Game Pro-Black""], ""compatibility_params"": {""memory_type"": ""DDR4"", ""capacity_gb"": 16, ""speed_mt_s"": 4, ""module_kit"": ""Dual Channel Kit""}}"
newegg-Memory-91372809897,G.SKILL Trident Z5 Neo RGB Series 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3040G32GX2-TZ5NR,memory,G.SKILL,5497,763.47,,0,0,0,0,0,0,DDR5,,64,,newegg,https://www.newegg.com/g-skill-trident-z5-neo-rgb-series-64gb-ddr5-6000-cas-latency-cl30-desktop-memory-black/p/N82E16820374445,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop memory ddr5"", ""query_page"": 1, ""feature_map"": {""CAS Latency"": ""CL30"", ""Voltage"": ""1.40V"", ""Multi-channel Kit"": ""Dual Channel Kit"", ""Timing"": ""30-40-40-96"", ""Model #"": ""F5-6000J3040G32GX2-TZ5NR""}, ""feature_lines_raw"": [""CAS Latency: CL30"", ""Voltage: 1.40V"", ""Multi-channel Kit: Dual Channel Kit"", ""Timing: 30-40-40-96"", ""Model #: F5-6000J3040G32GX2-TZ5NR""], ""compatibility_params"": {""memory_type"": ""DDR5"", ""capacity_gb"": 64, ""speed_mt_s"": 5, ""module_kit"": ""Dual Channel Kit""}}"
newegg-Memory-918361851300,G.SKILL Trident Z5 RGB Series 32GB (2 x 16GB) 288-Pin PC RAM DDR5 7600 (PC5 60800) Desktop Memory Model F5-7600J3646G16GX2-TZ5RS,memory,G.SKILL,3796,527.22,,0,0,0,0,0,0,,,32,,newegg,https://www.newegg.com/g-skill-trident-z5-rgb-series-32gb-ddr5-7600-cas-latency-cl36-desktop-memory-silver/p/N82E16820374437?Item=N82E16820374437&cm_sp=SP-_-1755267-_-0-_-2-_-20-374-437-_-desktop memory ddr5-_-ddr5|memory-_-9,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop memory ddr5"", ""query_page"": 1, ""feature_map"": {""CAS Latency"": ""CL36"", ""Voltage"": ""1.40V"", ""Multi-channel Kit"": ""Dual Channel Kit"", ""Timing"": ""36-46-46-121"", ""Model #"": ""F5-7600J3646G16GX2-TZ5RS""}, ""feature_lines_raw"": [""CAS Latency: CL36"", ""Voltage: 1.40V"", ""Multi-channel Kit: Dual Channel Kit"", ""Timing: 36-46-46-121"", ""Model #: F5-7600J3646G16GX2-TZ5RS""], ""compatibility_params"": {""memory_type"": ""DDR5"", ""capacity_gb"": 32, ""speed_mt_s"": 5, ""module_kit"": ""Dual Channel Kit""}}"
newegg-Memory-924210184600,G.SKILL Ripjaws V Series 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-32GVK,memory,G.SKILL,1998,277.50,,0,0,0,0,0,0,DDR4,,32,,newegg,https://www.newegg.com/g-skill-ripjaws-v-series-32gb-ddr4-3200-cas-latency-cl16-desktop-memory-black/p/N82E16820232091,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop memory ddr4"", ""query_page"": 1, ""feature_map"": {""CAS Latency"": ""CL16"", ""Voltage"": ""1.35V"", ""Multi-channel Kit"": ""Dual Channel Kit"", ""Timing"": ""16-18-18-38"", ""Model #"": ""F4-3200C16D-32GVK""}, ""feature_lines_raw"": [""CAS Latency: CL16"", ""Voltage: 1.35V"", ""Multi-channel Kit: Dual Channel Kit"", ""Timing: 16-18-18-38"", ""Model #: F4-3200C16D-32GVK""], ""compatibility_params"": {""memory_type"": ""DDR4"", ""capacity_gb"": 32, ""speed_mt_s"": 32, ""module_kit"": ""Dual Channel Kit""}}"
newegg-Memory-934887073718,Kingston FURY Beast 64GB (2 x 32GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model KF432C16BB2AK2/64,memory,Kingston,4522,628.06,,0,0,0,0,0,0,DDR4,,64,,newegg,https://www.newegg.com/kingston-technology-corp-fury-beast-64gb-ddr4-3200-cas-latency-cl16-desktop-memory-midnight-black/p/N82E16820242806,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop memory ddr4"", ""query_page"": 1, ""feature_map"": {""CAS Latency"": ""CL16"", ""Voltage"": ""1.35V"", ""Multi-channel Kit"": ""Dual Channel Kit"", ""Timing"": ""16-18-18"", ""Model #"": ""KF432C16BB2AK2/64""}, ""feature_lines_raw"": [""CAS Latency: CL16"", ""Voltage: 1.35V"", ""Multi-channel Kit: Dual Channel Kit"", ""Timing: 16-18-18"", ""Model #: KF432C16BB2AK2/64""], ""compatibility_params"": {""memory_type"": ""DDR4"", ""capacity_gb"": 64, ""speed_mt_s"": 64, ""module_kit"": ""Dual Channel Kit""}}"
newegg-Memory-938370219447,G.SKILL Trident Z5 Neo Series 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3040G32GX2-TZ5N,memory,G.SKILL,6216,863.33,,0,0,0,0,0,0,DDR5,,64,,newegg,https://www.newegg.com/g-skill-trident-z5-neo-series-64gb-ddr5-6000-cas-latency-cl30-desktop-memory-black/p/N82E16820374443,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop memory ddr5"", ""query_page"": 1, ""feature_map"": {""CAS Latency"": ""CL30"", ""Voltage"": ""1.40V"", ""Multi-channel Kit"": ""Dual Channel Kit"", ""Timing"": ""30-40-40-96"", ""Model #"": ""F5-6000J3040G32GX2-TZ5N""}, ""feature_lines_raw"": [""CAS Latency: CL30"", ""Voltage: 1.40V"", ""Multi-channel Kit: Dual Channel Kit"", ""Timing: 30-40-40-96"", ""Model #: F5-6000J3040G32GX2-TZ5N""], ""compatibility_params"": {""memory_type"": ""DDR5"", ""capacity_gb"": 64, ""speed_mt_s"": 5, ""module_kit"": ""Dual Channel Kit""}}"
newegg-Memory-941383102362,G.SKILL TridentZ RGB Series 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C18D-32GTZR,memory,G.SKILL,2102,291.94,,0,0,0,0,0,0,DDR4,,32,,newegg,https://www.newegg.com/g-skill-tridentz-rgb-series-32gb-ddr4-3600-cas-latency-cl18-desktop-memory-black/p/N82E16820232920,,,,,0,0,0,,,,,,"{""source"": ""newegg_search"", ""query_keyword"": ""desktop memory ddr4"", ""query_page"": 1, ""feature_map"": {""CAS Latency"": ""CL18"", ""Voltage"": ""1.35V"", ""Multi-channel Kit"": ""Dual Channel Kit"", ""Timing"": ""18-22-22-42"", ""Model #"": ""F4-3600C18D-32GTZR""}, ""feature_lines_raw"": [""CAS Latency: CL18"", ""Voltage: 1.35V"", ""Multi-channel Kit: Dual Channel Kit"", ""Timing: 18-22-22-42"", ""Model #: F4-3600C18D-32GTZR""], ""compatibility_params"": {""memory_type"": ""DDR4"", ""capacity_gb"": 32, ""speed_mt_s"": 32, ""module_kit"": ""Dual Channel Kit""}}"
